Post_ID,Post_Date,Day,Hour,Platform,Content_Type,Content_Category,Followers,Reach,Impressions,Likes,Comments,Shares,Saves,Video_Views,Engagement_Rate,Month,Month_Number,Time_Slot
POST-0633,03-04-2025,Thursday,20,Instagram,Video,Entertainment,22070,4346,5737,487,70,40,12,3096,14.01,April,4,Night
POST-0634,02-12-2025,Tuesday,8,LinkedIn,Image,Entertainment,22093,3147,4568,143,8,10,10,0,5.43,December,12,Morning
POST-0635,13-05-2025,Tuesday,15,Instagram,Carousel,Entertainment,22113,1181,2068,108,11,6,11,0,11.52,May,5,Afternoon
POST-0636,22-05-2025,Thursday,16,Instagram,Video,Education,22147,2221,3111,206,13,8,24,1212,11.3,May,5,Evening
POST-0637,17-10-2025,Friday,14,LinkedIn,Image,Education,22177,2940,4093,108,15,11,1,0,4.59,October,10,Afternoon
POST-0638,20-02-2025,Thursday,10,YouTube,Carousel,Product,22218,7447,10970,259,10,16,23,0,4.14,February,2,Morning
POST-0639,11-01-2025,Saturday,20,Facebook,Carousel,Tutorial,22255,3429,3682,84,4,2,10,0,2.92,January,1,Night
POST-0640,05-10-2025,Sunday,16,Facebook,Text,Education,22275,2638,4371,140,24,4,17,0,7.01,October,10,Evening
POST-0641,04-12-2025,Thursday,19,Instagram,Short,Announcement,22301,5359,5833,498,69,34,54,4604,12.22,December,12,Evening
POST-0642,29-12-2025,Monday,17,Instagram,Video,Product,22328,2611,4658,131,8,8,10,869,6.01,December,12,Evening
POST-0643,16-02-2025,Sunday,15,YouTube,Short,Announcement,22339,2734,4860,340,26,15,33,2132,15.14,February,2,Afternoon
POST-0644,24-02-2025,Monday,8,Instagram,Carousel,Behind the Scenes,22355,3028,5038,52,4,2,3,0,2.01,February,2,Morning
POST-0645,04-05-2025,Sunday,14,YouTube,Carousel,Product,22394,1218,2096,110,6,11,9,0,11.17,May,5,Afternoon
POST-0646,18-09-2025,Thursday,21,Facebook,Video,Entertainment,22403,4704,7110,162,8,14,11,2248,4.15,September,9,Night
POST-0647,29-11-2025,Saturday,11,Facebook,Image,Entertainment,22442,3511,4491,350,61,12,25,0,12.76,November,11,Morning
POST-0648,29-10-2025,Wednesday,11,YouTube,Carousel,Entertainment,22473,2378,3573,61,3,5,4,0,3.07,October,10,Morning
POST-0649,17-05-2025,Saturday,21,Instagram,Short,Tutorial,22499,1482,2310,173,23,3,15,620,14.44,May,5,Night
POST-0650,03-12-2025,Wednesday,16,Instagram,Short,Product,22533,3125,3613,192,26,18,4,1648,7.68,December,12,Evening
POST-0651,04-04-2025,Friday,17,LinkedIn,Video,Product,22566,6003,9791,278,38,28,29,5668,6.21,April,4,Evening
POST-0652,15-02-2025,Saturday,13,Instagram,Short,Education,22608,1953,2495,45,2,1,3,1101,2.61,February,2,Afternoon
POST-0653,08-06-2025,Sunday,12,YouTube,Carousel,Behind the Scenes,22631,1550,2223,58,3,6,1,0,4.39,June,6,Afternoon
POST-0654,03-02-2025,Monday,13,Instagram,Carousel,Announcement,22655,3503,4378,179,21,19,9,0,6.51,February,2,Afternoon
POST-0655,05-09-2025,Friday,22,LinkedIn,Short,Tutorial,22680,1155,1457,128,22,4,13,921,14.46,September,9,Night
POST-0656,27-12-2025,Saturday,14,Instagram,Image,Education,22730,819,1398,85,6,6,5,0,12.45,December,12,Afternoon
POST-0657,09-02-2025,Sunday,16,YouTube,Text,Education,22769,2177,3543,52,2,3,6,0,2.89,February,2,Evening
POST-0658,12-02-2025,Wednesday,8,YouTube,Text,Behind the Scenes,22785,1903,2087,133,13,4,7,0,8.25,February,2,Morning
POST-0659,07-03-2025,Friday,20,Facebook,Short,Entertainment,22809,2388,3888,49,2,1,6,1168,2.43,March,3,Night
POST-0660,06-03-2025,Thursday,14,LinkedIn,Image,Product,22828,2054,3581,48,3,1,3,0,2.68,March,3,Afternoon
POST-0661,15-07-2025,Tuesday,19,Facebook,Image,Announcement,22856,3340,5270,224,31,19,33,0,9.19,July,7,Evening
POST-0662,29-07-2025,Tuesday,11,Instagram,Video,Behind the Scenes,22886,2464,3866,185,11,13,9,1351,8.85,July,7,Morning
POST-0663,13-12-2025,Saturday,17,Instagram,Short,Product,22941,2001,2497,230,21,26,12,1266,14.44,December,12,Evening
POST-0664,12-06-2025,Thursday,13,Facebook,Text,Behind the Scenes,22946,2163,3405,198,25,10,6,0,11.05,June,6,Afternoon
POST-0665,05-12-2025,Friday,12,LinkedIn,Video,Entertainment,22986,3939,5255,132,7,8,13,2792,4.06,December,12,Afternoon
POST-0666,01-10-2025,Wednesday,10,Instagram,Short,Education,23019,4716,8215,408,20,22,6,4213,9.67,October,10,Morning
POST-0667,09-11-2025,Sunday,18,Facebook,Carousel,Product,23038,4577,7224,382,66,22,45,0,11.25,November,11,Evening
POST-0668,11-03-2025,Tuesday,13,Instagram,Video,Behind the Scenes,23064,4085,5277,414,65,31,26,2871,13.12,March,3,Afternoon
POST-0669,15-06-2025,Sunday,9,YouTube,Text,Entertainment,23085,500,856,34,5,3,4,0,9.2,June,6,Morning
POST-0670,30-11-2025,Sunday,18,YouTube,Image,Announcement,23113,1604,2615,104,11,8,9,0,8.23,November,11,Evening
POST-0671,02-10-2025,Thursday,18,YouTube,Video,Entertainment,23153,2342,2812,192,19,5,21,1153,10.12,October,10,Evening
POST-0672,21-03-2025,Friday,22,LinkedIn,Video,Tutorial,23162,3119,3777,184,8,8,12,1699,6.8,March,3,Night
POST-0673,05-11-2025,Wednesday,21,Facebook,Short,Entertainment,23206,1144,1212,84,4,5,3,951,8.39,November,11,Night
POST-0674,08-10-2025,Wednesday,10,Instagram,Image,Tutorial,23229,6090,9911,596,27,57,76,0,12.41,October,10,Morning
POST-0675,23-02-2025,Sunday,8,Facebook,Image,Entertainment,23274,3292,3668,146,16,15,19,0,5.95,February,2,Morning
POST-0676,25-01-2025,Saturday,21,YouTube,Video,Entertainment,23307,1980,2487,133,11,6,13,1486,8.23,January,1,Night
POST-0677,05-04-2025,Saturday,22,YouTube,Carousel,Education,23349,3048,4883,178,8,11,14,0,6.92,April,4,Night
POST-0678,22-06-2025,Sunday,17,Instagram,Image,Entertainment,23384,2303,2946,220,9,5,9,0,10.55,June,6,Evening
POST-0679,26-02-2025,Wednesday,17,YouTube,Short,Education,23424,1835,2320,84,9,5,0,706,5.34,February,2,Evening
POST-0680,12-01-2025,Sunday,9,Instagram,Carousel,Behind the Scenes,23452,3681,4048,207,9,9,23,0,6.74,January,1,Morning
POST-0681,10-02-2025,Monday,16,Instagram,Short,Behind the Scenes,23470,2171,2361,215,6,15,17,1626,11.65,February,2,Evening
POST-0682,25-04-2025,Friday,8,Instagram,Video,Behind the Scenes,23506,1282,1895,76,3,5,4,962,6.86,April,4,Morning
POST-0683,23-05-2025,Friday,19,YouTube,Video,Entertainment,23542,1966,2268,223,32,7,14,608,14.04,May,5,Evening
POST-0684,24-04-2025,Thursday,21,Instagram,Short,Entertainment,23595,2617,4639,199,25,5,19,988,9.48,April,4,Night
POST-0685,13-06-2025,Friday,8,Facebook,Text,Entertainment,23598,1539,1645,36,3,3,1,0,2.79,June,6,Morning
POST-0686,20-09-2025,Saturday,11,Facebook,Carousel,Education,23623,5580,7180,257,16,23,3,0,5.36,September,9,Morning
POST-0687,01-04-2025,Tuesday,22,Instagram,Text,Education,23664,1532,1819,45,4,4,0,0,3.46,April,4,Night
POST-0688,16-06-2025,Monday,9,YouTube,Carousel,Product,23676,7333,12644,428,13,29,56,0,7.17,June,6,Morning
POST-0689,24-09-2025,Wednesday,19,LinkedIn,Carousel,Education,23701,4563,7360,209,16,5,8,0,5.22,September,9,Evening
POST-0690,21-01-2025,Tuesday,17,Instagram,Image,Tutorial,23754,1662,1884,77,7,1,10,0,5.72,January,1,Evening
POST-0691,10-12-2025,Wednesday,17,YouTube,Image,Tutorial,23799,2997,3271,286,12,32,3,0,11.11,December,12,Evening
POST-0692,30-12-2025,Tuesday,18,YouTube,Image,Product,23816,5347,5947,546,63,50,50,0,13.26,December,12,Evening
POST-0693,16-04-2025,Wednesday,12,Facebook,Video,Education,23860,2513,4032,234,22,8,16,1047,11.14,April,4,Afternoon
POST-0694,21-11-2025,Friday,21,LinkedIn,Image,Announcement,23902,1448,2331,116,4,7,9,0,9.39,November,11,Night
POST-0695,03-04-2025,Thursday,15,Instagram,Image,Entertainment,23939,2970,4527,290,15,10,2,0,10.67,April,4,Afternoon
POST-0696,01-12-2025,Monday,15,LinkedIn,Video,Behind the Scenes,23971,8345,11823,915,94,88,69,7325,13.97,December,12,Afternoon
POST-0697,29-08-2025,Friday,19,Facebook,Image,Announcement,24002,1231,1720,36,5,3,3,0,3.82,August,8,Evening
POST-0698,01-04-2025,Tuesday,12,Facebook,Image,Announcement,24019,3791,5673,346,13,38,43,0,11.61,April,4,Afternoon
POST-0699,23-01-2025,Thursday,8,YouTube,Carousel,Tutorial,24040,2810,3179,89,10,6,10,0,4.09,January,1,Morning
POST-0700,24-05-2025,Saturday,12,LinkedIn,Short,Tutorial,24077,2620,4312,116,8,5,12,1647,5.38,May,5,Afternoon
POST-0701,29-09-2025,Monday,17,Instagram,Carousel,Behind the Scenes,24106,2256,3684,199,17,21,3,0,10.64,September,9,Evening
POST-0702,24-03-2025,Monday,11,Facebook,Carousel,Behind the Scenes,24156,2346,3661,63,10,3,8,0,3.58,March,3,Morning
POST-0703,07-07-2025,Monday,19,Instagram,Carousel,Behind the Scenes,24180,4950,6072,518,63,47,39,0,13.47,July,7,Evening
POST-0704,15-02-2025,Saturday,17,YouTube,Video,Announcement,24178,3885,4704,474,33,19,48,2601,14.77,February,2,Evening
POST-0705,05-06-2025,Thursday,18,Facebook,Image,Entertainment,24202,1617,2886,24,2,1,3,0,1.86,June,6,Evening
POST-0706,13-01-2025,Monday,22,Instagram,Short,Education,24233,6597,11620,573,100,45,9,5518,11.02,January,1,Night
POST-0707,27-12-2025,Saturday,11,Instagram,Text,Tutorial,24265,1371,2208,138,21,6,8,0,12.62,December,12,Morning
POST-0708,03-07-2025,Thursday,9,Facebook,Video,Tutorial,24294,4031,6606,289,25,29,19,1402,8.98,July,7,Morning
POST-0709,04-11-2025,Tuesday,13,Facebook,Video,Announcement,24311,3098,4317,220,23,15,17,2711,8.88,November,11,Afternoon
POST-0710,14-02-2025,Friday,13,Facebook,Text,Entertainment,24357,5415,9247,351,34,39,49,0,8.73,February,2,Afternoon
POST-0711,03-03-2025,Monday,8,Instagram,Short,Education,24377,3408,5343,265,13,20,3,1626,8.83,March,3,Morning
POST-0712,06-03-2025,Thursday,13,Facebook,Carousel,Behind the Scenes,24413,5009,6904,322,56,24,30,0,8.62,March,3,Afternoon
POST-0713,27-07-2025,Sunday,22,Instagram,Short,Announcement,24437,2765,4316,253,15,17,15,904,10.85,July,7,Night
POST-0714,11-11-2025,Tuesday,9,Facebook,Carousel,Entertainment,24450,4786,5311,460,28,18,13,0,10.84,November,11,Morning
POST-0715,10-08-2025,Sunday,21,YouTube,Text,Entertainment,24495,3388,4560,82,3,4,7,0,2.83,August,8,Night
POST-0716,26-06-2025,Thursday,16,YouTube,Video,Behind the Scenes,24493,9143,15386,414,70,44,35,5881,6.16,June,6,Evening
POST-0717,10-12-2025,Wednesday,22,YouTube,Image,Tutorial,24510,1912,2695,32,4,2,0,0,1.99,December,12,Night
POST-0718,09-03-2025,Sunday,22,Instagram,Carousel,Entertainment,24543,5409,7936,119,14,10,2,0,2.68,March,3,Night
POST-0719,02-03-2025,Sunday,16,Facebook,Video,Tutorial,24566,3621,5324,136,14,8,9,2325,4.61,March,3,Evening
POST-0720,02-09-2025,Tuesday,12,YouTube,Short,Tutorial,24603,3091,5431,367,42,14,40,1787,14.98,September,9,Afternoon
POST-0721,08-11-2025,Saturday,19,Facebook,Video,Education,24630,2054,2466,100,8,9,10,1189,6.18,November,11,Evening
POST-0722,08-04-2025,Tuesday,18,Instagram,Short,Behind the Scenes,24652,3589,5602,298,47,17,24,1637,10.76,April,4,Evening
POST-0723,06-04-2025,Sunday,16,Instagram,Short,Tutorial,24705,1247,1729,64,6,5,3,810,6.26,April,4,Evening
POST-0724,12-07-2025,Saturday,21,YouTube,Image,Announcement,24731,1322,1621,145,22,3,18,0,14.22,July,7,Night
POST-0725,12-10-2025,Sunday,21,YouTube,Text,Entertainment,24756,4152,4510,145,19,7,9,0,4.34,October,10,Night
POST-0726,14-04-2025,Monday,12,LinkedIn,Carousel,Announcement,24771,1193,1798,57,7,4,1,0,5.78,April,4,Afternoon
POST-0727,28-10-2025,Tuesday,10,LinkedIn,Short,Behind the Scenes,24790,6189,7350,338,43,37,26,4410,7.17,October,10,Morning
POST-0728,08-07-2025,Tuesday,21,Instagram,Video,Product,24825,2414,3589,100,13,3,1,1238,4.85,July,7,Night
POST-0729,15-09-2025,Monday,8,Facebook,Video,Education,24860,3222,4422,80,11,9,8,2477,3.35,September,9,Morning
POST-0730,18-08-2025,Monday,19,Instagram,Short,Behind the Scenes,24888,2927,3963,177,22,15,11,1558,7.69,August,8,Evening
POST-0731,25-06-2025,Wednesday,18,Facebook,Text,Announcement,24907,3540,6074,113,8,4,12,0,3.87,June,6,Evening
POST-0732,15-07-2025,Tuesday,17,Instagram,Carousel,Entertainment,24943,2410,2693,43,2,1,5,0,2.12,July,7,Evening
POST-0733,30-12-2025,Tuesday,15,Instagram,Text,Education,24950,2295,3375,223,12,24,24,0,12.33,December,12,Afternoon
POST-0734,25-05-2025,Sunday,10,YouTube,Video,Education,24974,2622,3568,149,23,13,13,1391,7.55,May,5,Morning
POST-0735,11-12-2025,Thursday,16,YouTube,Text,Entertainment,24999,5005,5823,88,8,7,9,0,2.24,December,12,Evening
POST-0736,16-10-2025,Thursday,12,Facebook,Short,Behind the Scenes,25016,5242,7058,416,11,24,22,1966,9.02,October,10,Afternoon
POST-0737,08-03-2025,Saturday,20,YouTube,Carousel,Entertainment,25046,5664,9629,352,41,10,4,0,7.19,March,3,Night
POST-0738,15-11-2025,Saturday,9,Facebook,Image,Announcement,25066,3437,4119,253,40,17,11,0,9.34,November,11,Morning
POST-0739,20-05-2025,Tuesday,13,Instagram,Carousel,Announcement,25084,2517,3925,123,20,9,11,0,6.48,May,5,Afternoon
POST-0740,07-03-2025,Friday,21,Facebook,Video,Behind the Scenes,25133,1116,1396,35,5,1,1,897,3.76,March,3,Night
POST-0741,03-04-2025,Thursday,17,Instagram,Carousel,Education,25170,4004,5763,299,47,34,41,0,10.51,April,4,Evening
POST-0742,19-02-2025,Wednesday,20,YouTube,Carousel,Tutorial,25212,4464,6531,244,13,23,11,0,6.52,February,2,Night
POST-0743,04-05-2025,Sunday,10,YouTube,Carousel,Entertainment,25240,2252,2485,225,23,4,21,0,12.12,May,5,Morning
POST-0744,11-02-2025,Tuesday,9,YouTube,Video,Tutorial,25280,4383,7258,243,32,11,5,3137,6.64,February,2,Morning
POST-0745,18-07-2025,Friday,15,Instagram,Video,Tutorial,25317,5714,7621,243,30,26,14,5265,5.48,July,7,Afternoon
POST-0746,24-12-2025,Wednesday,15,YouTube,Video,Behind the Scenes,25359,2962,3576,118,9,10,11,1850,5,December,12,Afternoon
POST-0747,18-12-2025,Thursday,20,Instagram,Short,Behind the Scenes,25416,5029,6064,231,7,22,25,3208,5.67,December,12,Night
POST-0748,10-12-2025,Wednesday,11,Instagram,Video,Tutorial,25441,3331,5958,147,23,5,2,2418,5.31,December,12,Morning
POST-0749,30-03-2025,Sunday,16,Instagram,Video,Behind the Scenes,25472,1083,1903,80,11,7,7,346,9.7,March,3,Evening
POST-0750,26-03-2025,Wednesday,19,Facebook,Video,Product,25499,2169,3040,119,18,9,14,1847,7.38,March,3,Evening
POST-0751,05-09-2025,Friday,14,LinkedIn,Image,Announcement,25485,2245,2813,218,19,13,2,0,11.22,September,9,Afternoon
POST-0752,21-12-2025,Sunday,16,Instagram,Carousel,Announcement,25496,3764,5951,130,8,10,14,0,4.3,December,12,Evening
POST-0753,29-10-2025,Wednesday,22,Instagram,Short,Education,25524,1749,1905,209,32,8,2,675,14.35,October,10,Night
POST-0754,17-03-2025,Monday,22,YouTube,Short,Product,25559,2210,3744,124,15,13,10,1370,7.33,March,3,Night
POST-0755,26-09-2025,Friday,22,Instagram,Text,Tutorial,25580,1657,1746,99,11,2,13,0,7.54,September,9,Night
POST-0756,04-07-2025,Friday,18,LinkedIn,Text,Announcement,25622,2754,2993,265,9,12,5,0,10.57,July,7,Evening
POST-0757,11-06-2025,Wednesday,16,Instagram,Image,Announcement,25665,2923,3801,255,10,22,27,0,10.74,June,6,Evening
POST-0758,01-07-2025,Tuesday,9,Instagram,Video,Behind the Scenes,25688,4809,6694,578,83,35,11,3387,14.7,July,7,Morning
POST-0759,19-07-2025,Saturday,13,YouTube,Text,Education,25733,4361,4596,296,48,31,24,0,9.15,July,7,Afternoon
POST-0760,30-11-2025,Sunday,13,Instagram,Video,Behind the Scenes,25782,3080,3893,162,12,16,7,1465,6.4,November,11,Afternoon
POST-0761,17-10-2025,Friday,19,Instagram,Carousel,Education,25816,3212,5742,250,39,21,20,0,10.27,October,10,Evening
POST-0762,15-01-2025,Wednesday,16,Instagram,Video,Announcement,25832,2987,4869,274,15,15,25,2606,11.01,January,1,Evening
POST-0763,06-10-2025,Monday,11,Facebook,Short,Behind the Scenes,25877,2993,3274,64,7,3,2,1785,2.54,October,10,Morning
POST-0764,26-04-2025,Saturday,21,LinkedIn,Video,Announcement,25903,6587,11247,186,15,9,8,4510,3.31,April,4,Night
POST-0765,04-05-2025,Sunday,9,Instagram,Image,Announcement,25927,716,1001,73,7,3,1,0,11.73,May,5,Morning
POST-0766,07-08-2025,Thursday,13,Facebook,Video,Announcement,25956,2554,4576,228,12,4,13,2383,10.06,August,8,Afternoon
POST-0767,26-12-2025,Friday,16,Instagram,Short,Tutorial,25978,3342,4313,356,30,15,6,2477,12.18,December,12,Evening
POST-0768,25-01-2025,Saturday,10,YouTube,Carousel,Tutorial,26019,5238,6715,181,17,15,2,0,4.1,January,1,Morning
POST-0769,07-07-2025,Monday,9,YouTube,Carousel,Entertainment,26056,1541,2402,168,19,12,16,0,13.95,July,7,Morning
POST-0770,28-03-2025,Friday,12,Instagram,Image,Product,26099,3405,4821,149,8,7,14,0,5.23,March,3,Afternoon
POST-0771,30-11-2025,Sunday,11,Facebook,Video,Education,26133,4520,5683,142,16,7,1,3551,3.67,November,11,Morning
POST-0772,19-06-2025,Thursday,11,Facebook,Short,Behind the Scenes,26152,2202,3178,118,7,3,10,901,6.27,June,6,Morning
POST-0773,09-11-2025,Sunday,12,Instagram,Short,Product,26178,984,1503,55,8,1,4,793,6.91,November,11,Afternoon
POST-0774,18-11-2025,Tuesday,10,Instagram,Short,Announcement,26217,2308,2964,57,3,1,2,2074,2.73,November,11,Morning
POST-0775,06-02-2025,Thursday,15,Facebook,Text,Announcement,26240,1453,2423,126,5,10,6,0,10.12,February,2,Afternoon
POST-0776,05-10-2025,Sunday,13,LinkedIn,Carousel,Tutorial,26303,4025,6486,358,25,40,15,0,10.88,October,10,Afternoon
POST-0777,16-10-2025,Thursday,14,YouTube,Video,Announcement,26328,1762,2845,71,7,5,5,843,4.99,October,10,Afternoon
POST-0778,30-10-2025,Thursday,11,LinkedIn,Carousel,Education,26349,7492,11576,463,44,25,13,0,7.27,October,10,Morning
POST-0779,27-12-2025,Saturday,18,LinkedIn,Image,Product,26391,3041,3717,270,34,20,23,0,11.41,December,12,Evening
POST-0780,05-10-2025,Sunday,15,Facebook,Image,Education,26428,1807,2854,85,3,2,5,0,5.26,October,10,Afternoon
POST-0781,01-11-2025,Saturday,16,YouTube,Image,Education,26455,2132,2517,138,12,3,10,0,7.65,November,11,Evening
POST-0782,16-09-2025,Tuesday,21,Instagram,Carousel,Product,26480,1543,1784,59,6,1,6,0,4.67,September,9,Night
POST-0783,18-04-2025,Friday,19,Instagram,Text,Behind the Scenes,26514,3486,4977,205,35,15,7,0,7.52,April,4,Evening
POST-0784,07-11-2025,Friday,22,YouTube,Short,Behind the Scenes,26552,6390,7535,344,55,26,14,2022,6.87,November,11,Night
POST-0785,13-09-2025,Saturday,8,LinkedIn,Image,Behind the Scenes,26589,2499,2862,212,24,7,16,0,10.36,September,9,Morning
POST-0786,06-09-2025,Saturday,10,Instagram,Short,Announcement,26613,4680,6992,167,11,18,7,3652,4.34,September,9,Morning
POST-0787,22-12-2025,Monday,20,Instagram,Short,Announcement,26646,1675,2984,36,1,1,3,1115,2.45,December,12,Night
POST-0788,26-09-2025,Friday,16,Instagram,Short,Product,26684,3333,3638,384,47,26,9,1352,13.98,September,9,Evening
POST-0789,04-05-2025,Sunday,22,Facebook,Carousel,Education,26722,9992,13820,296,33,25,40,0,3.94,May,5,Night
POST-0790,21-04-2025,Monday,18,YouTube,Text,Tutorial,26713,1298,1450,89,8,1,11,0,8.4,April,4,Evening
POST-0791,30-04-2025,Wednesday,20,Facebook,Image,Announcement,26730,5542,8058,417,57,19,11,0,9.09,April,4,Night
POST-0792,03-03-2025,Monday,10,Instagram,Video,Tutorial,26749,5366,7946,288,27,20,17,4234,6.56,March,3,Morning
POST-0793,30-01-2025,Thursday,9,Facebook,Video,Announcement,26774,1000,1417,109,15,9,5,934,13.8,January,1,Morning
POST-0794,04-10-2025,Saturday,15,Facebook,Carousel,Education,26804,1278,1379,55,4,4,3,0,5.16,October,10,Afternoon
POST-0795,13-10-2025,Monday,16,YouTube,Image,Product,26843,1645,2591,58,4,4,1,0,4.07,October,10,Evening
POST-0796,02-03-2025,Sunday,11,Instagram,Image,Education,26878,4794,6859,105,17,2,8,0,2.75,March,3,Morning
POST-0797,24-05-2025,Saturday,21,YouTube,Image,Behind the Scenes,26905,2222,3288,227,25,5,24,0,12.65,May,5,Night
POST-0798,02-12-2025,Tuesday,13,Facebook,Video,Tutorial,26933,2566,3980,100,16,10,3,2145,5.03,December,12,Afternoon
POST-0799,02-11-2025,Sunday,14,Instagram,Video,Entertainment,26982,4152,7180,477,17,16,45,3403,13.37,November,11,Afternoon
POST-0800,06-08-2025,Wednesday,12,Instagram,Video,Tutorial,27003,3002,4130,202,34,11,18,2052,8.83,August,8,Afternoon
POST-0801,21-12-2025,Sunday,15,YouTube,Carousel,Tutorial,27035,3185,5525,336,12,34,29,0,12.9,December,12,Afternoon
POST-0802,01-05-2025,Thursday,20,Instagram,Image,Announcement,27081,2357,2785,56,7,1,6,0,2.97,May,5,Night
POST-0803,05-11-2025,Wednesday,14,Facebook,Image,Announcement,27114,5220,7257,457,53,48,43,0,11.51,November,11,Afternoon
POST-0804,08-12-2025,Monday,11,Facebook,Text,Entertainment,27117,1833,2167,180,8,15,21,0,12.22,December,12,Morning
POST-0805,05-08-2025,Tuesday,18,LinkedIn,Carousel,Education,27149,7067,9393,533,40,31,76,0,9.62,August,8,Evening
POST-0806,26-02-2025,Wednesday,16,Facebook,Short,Announcement,27173,2335,4033,71,7,2,7,752,3.73,February,2,Evening
POST-0807,18-04-2025,Friday,10,YouTube,Short,Tutorial,27199,1813,3229,234,26,15,16,1137,16.05,April,4,Morning
POST-0808,07-07-2025,Monday,16,Instagram,Text,Entertainment,27240,4013,5635,359,36,36,16,0,11.14,July,7,Evening
POST-0809,12-04-2025,Saturday,11,Facebook,Video,Tutorial,27274,3603,4530,139,4,4,11,1906,4.39,April,4,Morning
POST-0810,03-02-2025,Monday,12,Facebook,Image,Tutorial,27299,946,1222,92,16,4,10,0,12.9,February,2,Afternoon
POST-0811,04-03-2025,Tuesday,10,Facebook,Text,Behind the Scenes,27337,3175,5480,70,5,4,7,0,2.71,March,3,Morning
POST-0812,19-12-2025,Friday,21,Facebook,Image,Behind the Scenes,27370,1337,1843,34,4,3,2,0,3.22,December,12,Night
POST-0813,20-05-2025,Tuesday,18,Facebook,Text,Announcement,27400,1781,2135,28,4,1,3,0,2.02,May,5,Evening
POST-0814,30-07-2025,Wednesday,12,Instagram,Video,Education,27431,4332,7261,356,61,21,15,2094,10.46,July,7,Afternoon
POST-0815,10-06-2025,Tuesday,16,Facebook,Video,Announcement,27462,1748,2504,101,4,11,2,807,6.75,June,6,Evening
POST-0816,21-10-2025,Tuesday,12,YouTube,Text,Announcement,27486,3415,4679,85,13,5,10,0,3.31,October,10,Afternoon
POST-0817,06-02-2025,Thursday,22,Instagram,Image,Product,27509,2279,3936,139,14,12,17,0,7.99,February,2,Night
POST-0818,13-04-2025,Sunday,18,Instagram,Image,Announcement,27537,8132,13089,788,100,68,50,0,12.37,April,4,Evening
POST-0819,02-08-2025,Saturday,8,Instagram,Text,Tutorial,27554,2663,2824,64,4,4,5,0,2.89,August,8,Morning
POST-0820,20-10-2025,Monday,15,YouTube,Video,Announcement,27567,1471,2610,131,6,7,1,589,9.86,October,10,Afternoon
POST-0821,18-06-2025,Wednesday,14,Instagram,Text,Tutorial,27610,1528,2125,47,5,3,6,0,3.99,June,6,Afternoon
POST-0822,14-09-2025,Sunday,18,YouTube,Image,Education,27635,1705,2020,110,17,11,5,0,8.39,September,9,Evening
POST-0823,20-10-2025,Monday,22,LinkedIn,Video,Entertainment,27663,3008,5211,155,14,4,12,1867,6.15,October,10,Night
POST-0824,23-08-2025,Saturday,10,Facebook,Video,Tutorial,27689,2799,3819,126,21,5,3,2168,5.54,August,8,Morning
POST-0825,27-10-2025,Monday,10,Facebook,Image,Announcement,27718,4777,7468,76,10,3,2,0,1.9,October,10,Morning
POST-0826,13-12-2025,Saturday,10,LinkedIn,Image,Behind the Scenes,27746,3072,4955,197,6,19,18,0,7.81,December,12,Morning
POST-0827,21-03-2025,Friday,22,Instagram,Text,Behind the Scenes,27775,3007,3596,170,28,8,16,0,7.38,March,3,Night
POST-0828,08-06-2025,Sunday,19,YouTube,Video,Announcement,27793,3347,5983,319,14,19,36,2034,11.59,June,6,Evening
POST-0829,24-03-2025,Monday,15,Instagram,Video,Entertainment,27832,2607,3837,100,6,6,8,2037,4.6,March,3,Afternoon
POST-0830,01-06-2025,Sunday,13,Instagram,Video,Entertainment,27852,3287,3591,408,46,46,30,2721,16.12,June,6,Afternoon
POST-0831,01-01-2025,Wednesday,16,LinkedIn,Carousel,Announcement,27892,4305,6253,71,12,1,6,0,2.09,January,1,Evening
POST-0832,10-09-2025,Wednesday,20,Instagram,Short,Education,27897,4305,4579,171,7,6,6,2558,4.41,September,9,Night
POST-0833,28-03-2025,Friday,8,Facebook,Image,Entertainment,27913,2072,3697,144,10,15,8,0,8.54,March,3,Morning
POST-0834,01-11-2025,Saturday,11,LinkedIn,Carousel,Behind the Scenes,27953,1057,1637,27,1,1,2,0,2.93,November,11,Morning
POST-0835,20-09-2025,Saturday,17,YouTube,Carousel,Entertainment,27979,1792,2391,73,2,3,1,0,4.41,September,9,Evening
POST-0836,03-05-2025,Saturday,11,Facebook,Video,Entertainment,27999,3264,5383,221,20,24,9,2448,8.39,May,5,Morning
POST-0837,15-06-2025,Sunday,22,YouTube,Video,Announcement,28031,711,1169,72,7,1,1,242,11.39,June,6,Night
POST-0838,02-09-2025,Tuesday,20,Instagram,Text,Education,28047,2151,3388,205,21,4,2,0,10.79,September,9,Night
POST-0839,02-06-2025,Monday,20,YouTube,Image,Behind the Scenes,28076,3576,4385,166,5,17,10,0,5.54,June,6,Night
POST-0840,18-03-2025,Tuesday,13,Instagram,Text,Education,28077,2048,2293,156,14,15,9,0,9.47,March,3,Afternoon
POST-0841,16-01-2025,Thursday,9,Instagram,Image,Education,28100,1509,2553,27,2,1,2,0,2.12,January,1,Morning
POST-0842,21-07-2025,Monday,9,Instagram,Video,Tutorial,28120,7324,12570,836,142,37,43,2302,14.45,July,7,Morning
POST-0843,14-07-2025,Monday,16,LinkedIn,Video,Tutorial,28154,5977,7824,507,40,49,8,5128,10.11,July,7,Evening
